Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,lak107d.map,24,65,1,0,0.19517398322932422,7.0
A*,lak107d.map,24,85,1,0,0.16412799595855176,197.0
Weighted A*,lak107d.map,24,24,1,0,0.05966098979115486,197.0
Chance-Constrained A*,lak107d.map,0,3745,0,0,13.704464014153928,0.0
CVaR A*,lak107d.map,0,3745,0,0,14.919856010237709,0.0
Risk-Penalized A*,lak107d.map,24,92,1,0,0.2535949752200395,7.0
Risk-Penalized Dijkstra,lak107d.map,24,240,1,0,0.5116969987284392,7.0
Risk-Penalized Greedy,lak107d.map,24,24,1,0,0.07155200000852346,7.0
BFS,lak107d.map,24,299,1,0,0.3188700065948069,7.0
DFS,lak107d.map,74,311,1,0,0.2549510099925101,322.0
Dijkstra,lak107d.map,24,299,1,0,0.4982230020686984,197.0
Greedy,lak107d.map,24,24,1,0,0.05309301195666194,197.0
