Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,hrt000d.map,703,61258,1,0,363.10042699915357,597.0
A*,hrt000d.map,703,64621,1,0,164.10178100341,1810.0
Weighted A*,hrt000d.map,757,26360,1,0,82.47903801384382,1823.0
Chance-Constrained A*,hrt000d.map,0,1429633,0,0,8844.291642017197,0.0
CVaR A*,hrt000d.map,0,1429633,0,0,9479.585644003237,0.0
Risk-Penalized A*,hrt000d.map,713,64065,1,0,201.1391700070817,0.0
Risk-Penalized Dijkstra,hrt000d.map,713,90722,1,0,255.14029001351446,0.0
Risk-Penalized Greedy,hrt000d.map,1115,9349,1,0,20.46356300706975,872.0
BFS,hrt000d.map,703,91355,1,0,114.86243299441412,2083.0
DFS,hrt000d.map,12063,69729,1,0,68.93237298936583,12550.0
Dijkstra,hrt000d.map,703,91224,1,0,207.6000240049325,1810.0
Greedy,hrt000d.map,1157,9191,1,0,18.28681700862944,4949.0
