Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,den502d.map,237,6429,1,0,31.582793017150834,105.0
A*,den502d.map,237,6438,1,0,14.648339012637734,256.0
Weighted A*,den502d.map,237,323,1,0,1.0406920046079904,256.0
Chance-Constrained A*,den502d.map,0,211845,0,0,867.5020359805785,0.0
CVaR A*,den502d.map,0,211845,0,0,1031.660892011132,0.0
Risk-Penalized A*,den502d.map,241,9061,1,0,22.271461988566443,37.0
Risk-Penalized Dijkstra,den502d.map,241,19543,1,0,47.1168139774818,37.0
Risk-Penalized Greedy,den502d.map,253,312,1,0,0.9357300004921854,130.0
BFS,den502d.map,237,17378,1,0,18.36493401788175,234.0
DFS,den502d.map,1833,18037,1,0,16.94296402274631,900.0
Dijkstra,den502d.map,237,17270,1,0,33.15787098836154,220.0
Greedy,den502d.map,259,287,1,0,0.7130240264814347,423.0
