Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,orz200d.map,179,2696,1,0,10.039785003755242,137.0
A*,orz200d.map,179,2837,1,0,5.491893010912463,766.0
Weighted A*,orz200d.map,183,517,1,0,1.308904989855364,811.0
Chance-Constrained A*,orz200d.map,0,282881,0,0,1342.114415980177,0.0
CVaR A*,orz200d.map,0,282881,0,0,1420.1597339997534,0.0
Risk-Penalized A*,orz200d.map,183,2531,1,0,6.562988011864945,0.0
Risk-Penalized Dijkstra,orz200d.map,183,4325,1,0,9.90914399153553,0.0
Risk-Penalized Greedy,orz200d.map,197,293,1,0,0.7710819772910327,183.0
BFS,orz200d.map,179,4734,1,0,5.2357079985085875,766.0
DFS,orz200d.map,897,3813,1,0,3.181893000146374,2261.0
Dijkstra,orz200d.map,179,4702,1,0,9.099397022509947,766.0
Greedy,orz200d.map,221,310,1,0,0.6610600103158504,1197.0
