Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,lak106d.map,54,306,1,0,0.8605110051576048,15.0
A*,lak106d.map,54,450,1,0,0.8880770183168352,125.0
Weighted A*,lak106d.map,54,54,1,0,0.1542230020277202,125.0
Chance-Constrained A*,lak106d.map,54,7951,1,0,28.746929980115965,15.0
CVaR A*,lak106d.map,54,7951,1,0,31.760641024447978,15.0
Risk-Penalized A*,lak106d.map,54,350,1,0,0.9410860075149685,15.0
Risk-Penalized Dijkstra,lak106d.map,54,1613,1,0,3.7374769744928926,15.0
Risk-Penalized Greedy,lak106d.map,54,54,1,0,0.16165600391104817,15.0
BFS,lak106d.map,54,1831,1,0,1.8896769906859845,15.0
DFS,lak106d.map,192,1857,1,0,1.7285720095969737,212.0
Dijkstra,lak106d.map,54,1808,1,0,3.195372992195189,125.0
Greedy,lak106d.map,54,54,1,0,0.1443210057914257,125.0
