Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,orz701d.map,988,17402,1,0,56.45432599703781,2754.0
A*,orz701d.map,988,18454,1,0,42.606743023497984,5198.0
Weighted A*,orz701d.map,1000,13552,1,0,34.56615499453619,5153.0
Chance-Constrained A*,orz701d.map,0,2423033,0,0,16704.225057008443,0.0
CVaR A*,orz701d.map,0,2423033,0,0,18900.34632399329,0.0
Risk-Penalized A*,orz701d.map,1012,19426,1,0,57.87895398680121,153.0
Risk-Penalized Dijkstra,orz701d.map,1012,38087,1,0,111.13714898237959,153.0
Risk-Penalized Greedy,orz701d.map,1128,5461,1,0,13.7540599971544,1024.0
BFS,orz701d.map,988,38473,1,0,53.60209502396174,4833.0
DFS,orz701d.map,5394,26997,1,0,31.48540001711808,11377.0
Dijkstra,orz701d.map,988,38414,1,0,91.85616101603955,5198.0
Greedy,orz701d.map,1126,5145,1,0,11.609573994064704,6808.0
