Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,brc502d.map,124,2142,1,0,9.058506024302915,7.0
A*,brc502d.map,124,2337,1,0,4.652374977013096,241.0
Weighted A*,brc502d.map,124,146,1,0,0.410645006923005,241.0
Chance-Constrained A*,brc502d.map,124,477785,1,0,2209.268584003439,7.0
CVaR A*,brc502d.map,124,477785,1,0,2505.9141629899386,7.0
Risk-Penalized A*,brc502d.map,124,2429,1,0,5.80328400246799,7.0
Risk-Penalized Dijkstra,brc502d.map,124,4861,1,0,10.62834999174811,7.0
Risk-Penalized Greedy,brc502d.map,130,130,1,0,0.3708809963427484,53.0
BFS,brc502d.map,124,4897,1,0,4.9392509972676635,241.0
DFS,brc502d.map,1556,4684,1,0,3.115387022262439,2389.0
Dijkstra,brc502d.map,124,4878,1,0,8.543150004697964,241.0
Greedy,brc502d.map,130,130,1,0,0.32096702489070594,365.0
