Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,den501d.map,342,6891,1,0,20.44574500177987,455.0
A*,den501d.map,342,7396,1,0,15.431531996000558,759.0
Weighted A*,den501d.map,342,3799,1,0,9.266674984246492,605.0
Chance-Constrained A*,den501d.map,0,432641,0,0,2156.368637981359,0.0
CVaR A*,den501d.map,0,432641,0,0,2280.8499860111624,0.0
Risk-Penalized A*,den501d.map,350,8810,1,0,21.767370024463162,65.0
Risk-Penalized Dijkstra,den501d.map,350,26228,1,0,65.71267498657107,65.0
Risk-Penalized Greedy,den501d.map,566,3971,1,0,8.18659202195704,235.0
BFS,den501d.map,342,26330,1,0,29.750185989541933,800.0
DFS,den501d.map,1308,15765,1,0,16.308393009239808,2296.0
Dijkstra,den501d.map,342,26326,1,0,53.948617016430944,963.0
Greedy,den501d.map,570,3897,1,0,7.539665006333962,1501.0
