Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,lak307d.map,62,62,1,0,0.28948902036063373,0.0
A*,lak307d.map,62,983,1,0,2.045739005552605,0.0
Weighted A*,lak307d.map,62,62,1,0,0.190677004866302,0.0
Chance-Constrained A*,lak307d.map,0,28225,0,0,105.91339899110608,0.0
CVaR A*,lak307d.map,0,28225,0,0,119.88619298790582,0.0
Risk-Penalized A*,lak307d.map,62,943,1,0,2.5221449905075133,0.0
Risk-Penalized Dijkstra,lak307d.map,62,4425,1,0,11.129947990411893,0.0
Risk-Penalized Greedy,lak307d.map,62,62,1,0,0.19668499589897692,0.0
BFS,lak307d.map,62,4620,1,0,5.24574497831054,0.0
DFS,lak307d.map,876,1977,1,0,1.080645975889638,670.0
Dijkstra,lak307d.map,62,4597,1,0,8.961398008977994,0.0
Greedy,lak307d.map,62,62,1,0,0.17855700571089983,0.0
