Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,ost100d.map,1017,82182,1,0,286.5963349759113,3068.0
A*,ost100d.map,1017,89113,1,0,255.47312400885858,4817.0
Weighted A*,ost100d.map,1047,63043,1,0,201.10844299779274,5014.0
Chance-Constrained A*,ost100d.map,0,4198401,0,0,32198.772998002823,0.0
CVaR A*,ost100d.map,0,4198401,0,0,34631.7920210131,0.0
Risk-Penalized A*,ost100d.map,1021,82183,1,0,280.67637301865034,0.0
Risk-Penalized Dijkstra,ost100d.map,1021,132883,1,0,423.41372900409624,0.0
Risk-Penalized Greedy,ost100d.map,1339,20853,1,0,56.0014370130375,1122.0
BFS,ost100d.map,1017,133278,1,0,191.98924201191403,3486.0
DFS,ost100d.map,15731,101977,1,0,124.76728198817,25330.0
Dijkstra,ost100d.map,1017,133258,1,0,355.67844699835405,4773.0
Greedy,ost100d.map,1331,20450,1,0,49.296426004730165,8988.0
