Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,hrt002d.map,34,105,1,0,0.29914098558947444,148.0
A*,hrt002d.map,34,116,1,0,0.2104640007019043,199.0
Weighted A*,hrt002d.map,34,34,1,0,0.08703599451109767,199.0
Chance-Constrained A*,hrt002d.map,34,2460,1,0,8.259490015916526,148.0
CVaR A*,hrt002d.map,34,2460,1,0,8.92229299643077,148.0
Risk-Penalized A*,hrt002d.map,38,529,1,0,1.214896998135373,127.0
Risk-Penalized Dijkstra,hrt002d.map,38,661,1,0,1.3057859905529767,127.0
Risk-Penalized Greedy,hrt002d.map,38,45,1,0,0.10906701209023595,176.0
BFS,hrt002d.map,34,633,1,0,0.6548349920194596,183.0
DFS,hrt002d.map,80,720,1,0,0.6159500044304878,437.0
Dijkstra,hrt002d.map,34,617,1,0,0.9762390109244734,199.0
Greedy,hrt002d.map,34,34,1,0,0.07583000115118921,199.0
