Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,lgt101d.map,0,336,0,0,0.7901650096755475,0.0
A*,lgt101d.map,0,336,0,0,0.5986960022710264,0.0
Weighted A*,lgt101d.map,0,336,0,0,0.6674859905615449,0.0
Chance-Constrained A*,lgt101d.map,0,4929,0,0,18.17321198177524,0.0
CVaR A*,lgt101d.map,0,4929,0,0,20.94326601945795,0.0
Risk-Penalized A*,lgt101d.map,0,336,0,0,0.8139930141624063,0.0
Risk-Penalized Dijkstra,lgt101d.map,0,336,0,0,0.6919880106579512,0.0
Risk-Penalized Greedy,lgt101d.map,0,336,0,0,0.6338919920381159,0.0
BFS,lgt101d.map,0,336,0,0,0.40659800288267434,0.0
DFS,lgt101d.map,0,336,0,0,0.35747099900618196,0.0
Dijkstra,lgt101d.map,0,336,0,0,0.5829469882883132,0.0
Greedy,lgt101d.map,0,336,0,0,0.570420001167804,0.0
