Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,orz800d.map,1003,26877,1,0,96.83296998264268,1886.0
A*,orz800d.map,1003,26885,1,0,71.54139000340365,5679.0
Weighted A*,orz800d.map,1043,4277,1,0,13.871034985641018,6705.0
Chance-Constrained A*,orz800d.map,0,2930369,0,0,21922.710341983475,0.0
CVaR A*,orz800d.map,0,2930369,0,0,23415.571686986368,0.0
Risk-Penalized A*,orz800d.map,1029,34974,1,0,111.60947399912402,270.0
Risk-Penalized Dijkstra,orz800d.map,1029,50005,1,0,149.8163630021736,270.0
Risk-Penalized Greedy,orz800d.map,1169,3164,1,0,8.801738993497565,633.0
BFS,orz800d.map,1003,49376,1,0,71.01258597685955,4624.0
DFS,orz800d.map,4611,28559,1,0,33.2478639902547,11660.0
Dijkstra,orz800d.map,1003,49355,1,0,119.0622650028672,5456.0
Greedy,orz800d.map,1171,3092,1,0,7.006764994002879,8104.0
