Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,orz107d.map,31,83,1,0,0.23480699746869504,39.0
A*,orz107d.map,31,83,1,0,0.18307700520381331,59.0
Weighted A*,orz107d.map,31,31,1,0,0.08457599324174225,59.0
Chance-Constrained A*,orz107d.map,31,256,1,0,0.8978890255093575,39.0
CVaR A*,orz107d.map,31,256,1,0,1.0589229932520539,39.0
Risk-Penalized A*,orz107d.map,31,469,1,0,1.1216010025236756,39.0
Risk-Penalized Dijkstra,orz107d.map,31,603,1,0,1.550396002130583,39.0
Risk-Penalized Greedy,orz107d.map,31,50,1,0,0.19491100101731718,39.0
BFS,orz107d.map,31,631,1,0,0.8511359919793904,59.0
DFS,orz107d.map,149,434,1,0,0.2978630072902888,264.0
Dijkstra,orz107d.map,31,628,1,0,1.0662679851520807,59.0
Greedy,orz107d.map,31,31,1,0,0.07472201832570136,59.0
