Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,lgt300d.map,720,21031,1,0,76.4743720064871,1171.0
A*,lgt300d.map,720,21231,1,0,56.4713099738583,3588.0
Weighted A*,lgt300d.map,754,2108,1,0,6.818388006649911,4404.0
Chance-Constrained A*,lgt300d.map,0,1586629,0,0,9861.537799006328,0.0
CVaR A*,lgt300d.map,0,1586629,0,0,10596.449534001295,0.0
Risk-Penalized A*,lgt300d.map,724,28295,1,0,81.83069000369869,66.0
Risk-Penalized Dijkstra,lgt300d.map,724,36986,1,0,95.4772949917242,66.0
Risk-Penalized Greedy,lgt300d.map,806,1063,1,0,3.0185829964466393,581.0
BFS,lgt300d.map,720,36916,1,0,45.08239499409683,2718.0
DFS,lgt300d.map,5132,23591,1,0,23.89798400690779,8792.0
Dijkstra,lgt300d.map,720,36888,1,0,78.97756298189051,3588.0
Greedy,lgt300d.map,836,1007,1,0,2.5806720077525824,6119.0
