Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,orz101d.map,65,621,1,0,2.2311449865810573,44.0
A*,orz101d.map,65,640,1,0,1.3064430095255375,245.0
Weighted A*,orz101d.map,69,84,1,0,0.22389899822883308,345.0
Chance-Constrained A*,orz101d.map,0,18241,0,0,70.79664699267596,0.0
CVaR A*,orz101d.map,0,18241,0,0,82.47238598414697,0.0
Risk-Penalized A*,orz101d.map,67,856,1,0,2.1880190179217607,29.0
Risk-Penalized Dijkstra,orz101d.map,67,1638,1,0,3.783802007092163,29.0
Risk-Penalized Greedy,orz101d.map,73,86,1,0,0.24405098520219326,93.0
BFS,orz101d.map,65,1737,1,0,1.989550015423447,245.0
DFS,orz101d.map,359,1502,1,0,1.1821179941762239,1403.0
Dijkstra,orz101d.map,65,1722,1,0,3.078686015214771,245.0
Greedy,orz101d.map,75,79,1,0,0.1970489975064993,441.0
