Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,lak105d.map,28,147,1,0,0.4148560110479593,126.0
A*,lak105d.map,28,148,1,0,0.28374302200973034,200.0
Weighted A*,lak105d.map,28,100,1,0,0.24019498960115016,200.0
Chance-Constrained A*,lak105d.map,0,3101,0,0,10.356946993852034,0.0
CVaR A*,lak105d.map,0,3101,0,0,12.365361006231979,0.0
Risk-Penalized A*,lak105d.map,32,334,1,0,0.8072400232777,89.0
Risk-Penalized Dijkstra,lak105d.map,32,409,1,0,0.8753360016271472,89.0
Risk-Penalized Greedy,lak105d.map,32,83,1,0,0.19020200124941766,110.0
BFS,lak105d.map,28,418,1,0,0.4411340050864965,200.0
DFS,lak105d.map,108,287,1,0,0.1941900118254125,494.0
Dijkstra,lak105d.map,28,412,1,0,0.7412290142383426,200.0
Greedy,lak105d.map,28,65,1,0,0.12538698501884937,200.0
