Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,hrt201d.map,369,2453,1,0,10.366381000494584,153.0
A*,hrt201d.map,369,7058,1,0,16.76170199061744,1311.0
Weighted A*,hrt201d.map,395,1410,1,0,3.854610986309126,2184.0
Chance-Constrained A*,hrt201d.map,0,323137,0,0,1593.0699759919662,0.0
CVaR A*,hrt201d.map,0,323137,0,0,1719.785322988173,0.0
Risk-Penalized A*,hrt201d.map,373,8790,1,0,21.08065300853923,131.0
Risk-Penalized Dijkstra,hrt201d.map,373,20883,1,0,49.937189993215725,131.0
Risk-Penalized Greedy,hrt201d.map,409,482,1,0,1.3781849993392825,321.0
BFS,hrt201d.map,369,21224,1,0,23.50717200897634,1301.0
DFS,hrt201d.map,1521,14050,1,0,13.483426999300718,4592.0
Dijkstra,hrt201d.map,369,21167,1,0,40.1812530180905,1311.0
Greedy,hrt201d.map,511,1764,1,0,3.453726996667683,2725.0
