Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,orz703d.map,0,1,0,0,0.022113003069534898,0.0
A*,orz703d.map,0,1,0,0,0.005925976438447833,0.0
Weighted A*,orz703d.map,0,1,0,0,0.00224300310947001,0.0
Chance-Constrained A*,orz703d.map,0,1,0,0,0.006424990715458989,0.0
CVaR A*,orz703d.map,0,1,0,0,0.003549008397385478,0.0
Risk-Penalized A*,orz703d.map,0,1,0,0,0.002142973244190216,0.0
Risk-Penalized Dijkstra,orz703d.map,0,1,0,0,0.0013379903975874186,0.0
Risk-Penalized Greedy,orz703d.map,0,1,0,0,0.002421002136543393,0.0
BFS,orz703d.map,0,1,0,0,0.005862006219103932,0.0
DFS,orz703d.map,0,1,0,0,0.001634994987398386,0.0
Dijkstra,orz703d.map,0,1,0,0,0.001387990778312087,0.0
Greedy,orz703d.map,0,1,0,0,0.001408974640071392,0.0
