Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,den005d.map,483,10504,1,0,33.04064099211246,870.0
A*,den005d.map,483,10601,1,0,23.60533899627626,1296.0
Weighted A*,den005d.map,485,4791,1,0,12.979698018170893,1369.0
Chance-Constrained A*,den005d.map,0,316193,0,0,1550.108695984818,0.0
CVaR A*,den005d.map,0,316193,0,0,1622.578808979597,0.0
Risk-Penalized A*,den005d.map,489,15779,1,0,40.08814098779112,288.0
Risk-Penalized Dijkstra,den005d.map,489,16894,1,0,39.9705870077014,288.0
Risk-Penalized Greedy,den005d.map,507,2603,1,0,6.071940995752811,489.0
BFS,den005d.map,483,16821,1,0,18.828444997780025,1062.0
DFS,den005d.map,1941,12087,1,0,11.786844988819212,6684.0
Dijkstra,den005d.map,483,16800,1,0,32.362907979404554,1194.0
Greedy,den005d.map,503,2430,1,0,4.9463520117569715,1724.0
