Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,den200d.map,380,7347,1,0,26.354234985774383,986.0
A*,den200d.map,380,7399,1,0,18.16248899558559,2005.0
Weighted A*,den200d.map,392,4464,1,0,12.878307985374704,2154.0
Chance-Constrained A*,den200d.map,0,582401,0,0,3174.502248992212,0.0
CVaR A*,den200d.map,0,582401,0,0,3435.6038279947825,0.0
Risk-Penalized A*,den200d.map,388,8119,1,0,23.27253800467588,15.0
Risk-Penalized Dijkstra,den200d.map,388,13496,1,0,37.315188004868105,15.0
Risk-Penalized Greedy,den200d.map,452,1721,1,0,4.153624991886318,657.0
BFS,den200d.map,380,13417,1,0,17.079713026760146,1494.0
DFS,den200d.map,2150,7209,1,0,6.375897006364539,4168.0
Dijkstra,den200d.map,380,13417,1,0,29.70842199283652,1776.0
Greedy,den200d.map,506,1700,1,0,3.587795014027506,3163.0
