Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,brc201d.map,661,13621,1,0,38.37623001891188,1808.0
A*,brc201d.map,661,14125,1,0,32.576469995547086,3156.0
Weighted A*,brc201d.map,679,10556,1,0,29.786044993670657,3125.0
Chance-Constrained A*,brc201d.map,0,606833,0,0,3152.9288919991814,0.0
CVaR A*,brc201d.map,0,606833,0,0,3493.744898994919,0.0
Risk-Penalized A*,brc201d.map,675,14242,1,0,38.58486897661351,9.0
Risk-Penalized Dijkstra,brc201d.map,675,19643,1,0,48.296803986886516,9.0
Risk-Penalized Greedy,brc201d.map,787,1825,1,0,4.9463509931229055,535.0
BFS,brc201d.map,661,19752,1,0,24.05441500013694,3434.0
DFS,brc201d.map,3037,9431,1,0,7.476232014596462,6727.0
Dijkstra,brc201d.map,661,19723,1,0,43.37263299385086,3090.0
Greedy,brc201d.map,837,1702,1,0,3.748593997443095,5002.0
