Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,lak100d.map,614,23425,1,0,82.80377800110728,1114.0
A*,lak100d.map,614,25243,1,0,66.93383399397135,3208.0
Weighted A*,lak100d.map,632,16947,1,0,53.46722700051032,3534.0
Chance-Constrained A*,lak100d.map,0,1704385,0,0,11032.13638998568,0.0
CVaR A*,lak100d.map,0,1704385,0,0,11746.410771011142,0.0
Risk-Penalized A*,lak100d.map,640,24192,1,0,74.29552098619752,13.0
Risk-Penalized Dijkstra,lak100d.map,640,33156,1,0,91.21661601238884,13.0
Risk-Penalized Greedy,lak100d.map,680,1965,1,0,5.1088909967802465,335.0
BFS,lak100d.map,614,33739,1,0,44.47955099749379,2439.0
DFS,lak100d.map,3424,28347,1,0,32.638092001434416,6427.0
Dijkstra,lak100d.map,614,33719,1,0,74.40130598843098,3194.0
Greedy,lak100d.map,676,1915,1,0,4.198641021503136,4403.0
