Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,brc000d.map,166,3529,1,0,11.975487985182554,186.0
A*,brc000d.map,166,3539,1,0,8.751411980483681,815.0
Weighted A*,brc000d.map,188,601,1,0,1.4380689826793969,973.0
Chance-Constrained A*,brc000d.map,0,268309,0,0,1360.4850669798907,0.0
CVaR A*,brc000d.map,0,268309,0,0,1566.9295630068518,0.0
Risk-Penalized A*,brc000d.map,178,4663,1,0,12.746769993100315,18.0
Risk-Penalized Dijkstra,brc000d.map,178,23925,1,0,69.61911401594989,18.0
Risk-Penalized Greedy,brc000d.map,188,262,1,0,0.7238560065161437,256.0
BFS,brc000d.map,166,23096,1,0,28.738518012687564,507.0
DFS,brc000d.map,2622,24604,1,0,27.667290007229894,4467.0
Dijkstra,brc000d.map,166,23005,1,0,51.06844601687044,815.0
Greedy,brc000d.map,196,250,1,0,0.6417549739126116,1094.0
