Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,orz700d.map,1356,63692,1,0,200.87612900533713,2887.0
A*,orz700d.map,1356,64605,1,0,155.5799590132665,5364.0
Weighted A*,orz700d.map,1430,18512,1,0,56.29854500875808,6361.0
Chance-Constrained A*,orz700d.map,0,5564161,0,0,45998.44429598306,0.0
CVaR A*,orz700d.map,0,5564161,0,0,48990.34135599504,0.0
Risk-Penalized A*,orz700d.map,1404,70664,1,0,219.7551199933514,149.0
Risk-Penalized Dijkstra,orz700d.map,1404,89896,1,0,260.6449800077826,149.0
Risk-Penalized Greedy,orz700d.map,1974,7944,1,0,20.644961012294516,1273.0
BFS,orz700d.map,1356,90071,1,0,123.4496769902762,5739.0
DFS,orz700d.map,6756,85304,1,0,105.35327499383129,16654.0
Dijkstra,orz700d.map,1356,90059,1,0,214.31462999316864,4959.0
Greedy,orz700d.map,1988,7819,1,0,17.797252017771825,12126.0
