Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,den504d.map,221,3097,1,0,8.953559008659795,312.0
A*,den504d.map,221,3328,1,0,6.650941009866074,641.0
Weighted A*,den504d.map,229,1111,1,0,2.7539430011529475,652.0
Chance-Constrained A*,den504d.map,0,143465,0,0,642.1506660117302,0.0
CVaR A*,den504d.map,0,143465,0,0,683.3344729966484,0.0
Risk-Penalized A*,den504d.map,233,8822,1,0,21.545762981986627,149.0
Risk-Penalized Dijkstra,den504d.map,233,13024,1,0,32.19220699975267,149.0
Risk-Penalized Greedy,den504d.map,249,489,1,0,1.1331679997965693,239.0
BFS,den504d.map,221,12765,1,0,14.457777026109397,1116.0
DFS,den504d.map,2045,11239,1,0,10.251107014482841,3870.0
Dijkstra,den504d.map,221,12756,1,0,24.75072699598968,841.0
Greedy,den504d.map,253,468,1,0,0.9837939869612455,1086.0
