Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,den600d.map,306,4270,1,0,13.64198699593544,775.0
A*,den600d.map,306,4374,1,0,8.611581986770034,1516.0
Weighted A*,den600d.map,312,3653,1,0,9.273038012906909,1866.0
Chance-Constrained A*,den600d.map,0,239305,0,0,1097.4365510046482,0.0
CVaR A*,den600d.map,0,239305,0,0,1249.919050023891,0.0
Risk-Penalized A*,den600d.map,308,4702,1,0,10.667394002666697,319.0
Risk-Penalized Dijkstra,den600d.map,308,5113,1,0,11.356108996551484,319.0
Risk-Penalized Greedy,den600d.map,360,1583,1,0,3.465287998551503,550.0
BFS,den600d.map,306,5144,1,0,5.732246994739398,1516.0
DFS,den600d.map,1396,3772,1,0,2.8521970089059323,3737.0
Dijkstra,den600d.map,306,5109,1,0,9.480167005676776,1516.0
Greedy,den600d.map,398,1235,1,0,2.4913109955377877,2679.0
