Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,den206d.map,200,2474,1,0,6.814539985498413,521.0
A*,den206d.map,200,2513,1,0,4.969205008819699,810.0
Weighted A*,den206d.map,212,1525,1,0,3.7315720110200346,1397.0
Chance-Constrained A*,den206d.map,0,38001,0,0,154.17907098890282,0.0
CVaR A*,den206d.map,0,38001,0,0,210.4543419845868,0.0
Risk-Penalized A*,den206d.map,202,3663,1,0,9.29629901656881,240.0
Risk-Penalized Dijkstra,den206d.map,202,3919,1,0,9.578430996043608,240.0
Risk-Penalized Greedy,den206d.map,230,824,1,0,1.881977979792282,392.0
BFS,den206d.map,200,4094,1,0,4.82371001271531,766.0
DFS,den206d.map,668,1628,1,0,1.1513130157254636,1790.0
Dijkstra,den206d.map,200,4070,1,0,8.22840299224481,777.0
Greedy,den206d.map,230,750,1,0,1.6397970030084252,1627.0
