Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,den401d.map,0,5675,0,0,14.082550012972206,0.0
A*,den401d.map,0,5675,0,0,11.278745019808412,0.0
Weighted A*,den401d.map,0,5675,0,0,12.840222014347091,0.0
Chance-Constrained A*,den401d.map,0,117069,0,0,490.60427001677454,0.0
CVaR A*,den401d.map,0,117069,0,0,563.2115089974832,0.0
Risk-Penalized A*,den401d.map,0,5675,0,0,13.737314991885796,0.0
Risk-Penalized Dijkstra,den401d.map,0,5675,0,0,13.93796899355948,0.0
Risk-Penalized Greedy,den401d.map,0,5675,0,0,11.599785008002073,0.0
BFS,den401d.map,0,5675,0,0,6.6746119991876185,0.0
DFS,den401d.map,0,5675,0,0,6.413024995708838,0.0
Dijkstra,den401d.map,0,5675,0,0,10.972521995427087,0.0
Greedy,den401d.map,0,5675,0,0,10.278650996042415,0.0
