Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,lak400d.map,559,16967,1,0,69.99609398189932,65.0
A*,lak400d.map,559,19117,1,0,53.079524979693815,2569.0
Weighted A*,lak400d.map,579,1659,1,0,5.541865015402436,2794.0
Chance-Constrained A*,lak400d.map,0,4468997,0,0,35147.726077004336,0.0
CVaR A*,lak400d.map,0,4468997,0,0,37427.654117986094,0.0
Risk-Penalized A*,lak400d.map,563,16106,1,0,51.48365398054011,7.0
Risk-Penalized Dijkstra,lak400d.map,563,40293,1,0,114.41776299034245,7.0
Risk-Penalized Greedy,lak400d.map,639,1427,1,0,3.815420001046732,343.0
BFS,lak400d.map,559,40300,1,0,54.513781011337414,1633.0
DFS,lak400d.map,5065,37973,1,0,43.3430330012925,7162.0
Dijkstra,lak400d.map,559,40264,1,0,93.08974997838959,2541.0
Greedy,lak400d.map,699,1431,1,0,3.3301289950031787,4032.0
