Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,ost002d.map,151,2605,1,0,10.947338974801823,50.0
A*,ost002d.map,151,2776,1,0,5.869829008588567,679.0
Weighted A*,ost002d.map,151,238,1,0,0.7197210215963423,679.0
Chance-Constrained A*,ost002d.map,0,104981,0,0,479.2507509991992,0.0
CVaR A*,ost002d.map,0,104981,0,0,562.2860790172126,0.0
Risk-Penalized A*,ost002d.map,157,2340,1,0,5.94526799977757,2.0
Risk-Penalized Dijkstra,ost002d.map,157,8685,1,0,22.641036979621276,2.0
Risk-Penalized Greedy,ost002d.map,153,154,1,0,0.511424004798755,62.0
BFS,ost002d.map,151,8986,1,0,10.615153994876891,679.0
DFS,ost002d.map,1019,4559,1,0,4.1271590162068605,2366.0
Dijkstra,ost002d.map,151,8916,1,0,18.516186013584957,679.0
Greedy,ost002d.map,165,238,1,0,0.5931389750912786,807.0
