Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,lak515d.map,50,167,1,0,0.5268289824016392,40.0
A*,lak515d.map,50,202,1,0,0.4251509963069111,135.0
Weighted A*,lak515d.map,50,71,1,0,0.19122098456136882,132.0
Chance-Constrained A*,lak515d.map,50,9617,1,0,36.3196539983619,32.0
CVaR A*,lak515d.map,50,9617,1,0,42.59539401391521,32.0
Risk-Penalized A*,lak515d.map,54,236,1,0,0.6571250269189477,22.0
Risk-Penalized Dijkstra,lak515d.map,54,1488,1,0,3.567598992958665,22.0
Risk-Penalized Greedy,lak515d.map,50,54,1,0,0.16836400027386844,33.0
BFS,lak515d.map,50,1485,1,0,1.5483690076507628,74.0
DFS,lak515d.map,632,1539,1,0,0.9250410075765103,1296.0
Dijkstra,lak515d.map,50,1482,1,0,2.7530920051503927,129.0
Greedy,lak515d.map,56,62,1,0,0.1435339800082147,224.0
