Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,orz106d.map,27,119,1,0,0.3511620161589235,44.0
A*,orz106d.map,27,145,1,0,0.38431500433944166,129.0
Weighted A*,orz106d.map,27,27,1,0,0.11411300511099398,129.0
Chance-Constrained A*,orz106d.map,27,2430,1,0,8.835798013024032,35.0
CVaR A*,orz106d.map,27,2430,1,0,10.098485014168546,35.0
Risk-Penalized A*,orz106d.map,31,150,1,0,0.3974020073655993,6.0
Risk-Penalized Dijkstra,orz106d.map,31,263,1,0,0.55024100583978,6.0
Risk-Penalized Greedy,orz106d.map,29,31,1,0,0.08461502147838473,35.0
BFS,orz106d.map,0,0,0,0,0.0,0.0
DFS,orz106d.map,0,0,0,0,0.0,0.0
Dijkstra,orz106d.map,0,0,0,0,0.0,0.0
Greedy,orz106d.map,27,27,1,0,0.06833701627328992,129.0
