Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,brc202d.map,742,22048,1,0,69.86390601377934,1082.0
A*,brc202d.map,742,22703,1,0,52.26910297642462,2380.0
Weighted A*,brc202d.map,754,14778,1,0,36.77766799228266,2662.0
Chance-Constrained A*,brc202d.map,0,1019721,0,0,5701.050691975979,0.0
CVaR A*,brc202d.map,0,1019721,0,0,6497.654249018524,0.0
Risk-Penalized A*,brc202d.map,756,24933,1,0,75.28941199416295,122.0
Risk-Penalized Dijkstra,brc202d.map,756,34703,1,0,95.31486599007621,122.0
Risk-Penalized Greedy,brc202d.map,924,12357,1,0,29.395486024441198,881.0
BFS,brc202d.map,742,34822,1,0,45.86244601523504,2295.0
DFS,brc202d.map,5884,28309,1,0,29.56590399844572,11033.0
Dijkstra,brc202d.map,742,34742,1,0,77.09082600194961,2380.0
Greedy,brc202d.map,996,12317,1,0,26.07030200306326,4513.0
