Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,lak513d.map,242,1973,1,0,6.607859977521002,550.0
A*,lak513d.map,242,2092,1,0,4.574165999656543,1275.0
Weighted A*,lak513d.map,244,547,1,0,1.538115000585094,1142.0
Chance-Constrained A*,lak513d.map,0,991173,0,0,5509.727483004099,0.0
CVaR A*,lak513d.map,0,991173,0,0,6397.549966990482,0.0
Risk-Penalized A*,lak513d.map,258,9247,1,0,26.82768998784013,93.0
Risk-Penalized Dijkstra,lak513d.map,258,15390,1,0,42.26987497531809,93.0
Risk-Penalized Greedy,lak513d.map,274,342,1,0,1.0390040115453303,308.0
BFS,lak513d.map,242,15209,1,0,20.05462400848046,1167.0
DFS,lak513d.map,1616,12173,1,0,13.426613993942738,3117.0
Dijkstra,lak513d.map,242,15149,1,0,32.83327998360619,1275.0
Greedy,lak513d.map,280,327,1,0,0.8085870067588985,1695.0
