Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,lak108d.map,35,178,1,0,0.47802398330532014,119.0
A*,lak108d.map,35,185,1,0,0.33972898381762207,240.0
Weighted A*,lak108d.map,35,41,1,0,0.10329298675060272,240.0
Chance-Constrained A*,lak108d.map,0,2809,0,0,10.381013009464368,0.0
CVaR A*,lak108d.map,0,2809,0,0,11.849205999169499,0.0
Risk-Penalized A*,lak108d.map,35,248,1,0,0.5778660124633461,119.0
Risk-Penalized Dijkstra,lak108d.map,35,263,1,0,0.5303780199028552,119.0
Risk-Penalized Greedy,lak108d.map,35,36,1,0,0.10009700781665742,119.0
BFS,lak108d.map,35,278,1,0,0.27503297314979136,286.0
DFS,lak108d.map,93,272,1,0,0.20198497804813087,312.0
Dijkstra,lak108d.map,35,272,1,0,0.4289849894121289,240.0
Greedy,lak108d.map,35,75,1,0,0.13822398614138365,240.0
