Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,lak101d.map,37,155,1,0,0.4289929929655045,57.0
A*,lak101d.map,37,215,1,0,0.587237998843193,115.0
Weighted A*,lak101d.map,37,37,1,0,0.19338700803928077,115.0
Chance-Constrained A*,lak101d.map,0,3721,0,0,15.828483999939635,0.0
CVaR A*,lak101d.map,0,3721,0,0,14.890121994540095,0.0
Risk-Penalized A*,lak101d.map,37,215,1,0,0.6957540172152221,57.0
Risk-Penalized Dijkstra,lak101d.map,37,287,1,0,0.6128069944679737,57.0
Risk-Penalized Greedy,lak101d.map,37,37,1,0,0.11560600250959396,72.0
BFS,lak101d.map,37,311,1,0,0.3567709936760366,325.0
DFS,lak101d.map,131,304,1,0,0.19539397908374667,356.0
Dijkstra,lak101d.map,37,306,1,0,0.5175409896764904,115.0
Greedy,lak101d.map,37,37,1,0,0.09340202086605132,115.0
