Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,lak300d.map,184,1318,1,0,4.029631003504619,281.0
A*,lak300d.map,184,1639,1,0,3.5821800120174885,1090.0
Weighted A*,lak300d.map,192,355,1,0,0.9660549985710531,1280.0
Chance-Constrained A*,lak300d.map,184,722423,1,0,4056.666574004339,135.0
CVaR A*,lak300d.map,184,722423,1,0,4510.0672359985765,135.0
Risk-Penalized A*,lak300d.map,186,1741,1,0,4.881679982645437,15.0
Risk-Penalized Dijkstra,lak300d.map,186,11078,1,0,28.652623004745692,15.0
Risk-Penalized Greedy,lak300d.map,210,278,1,0,0.8102970023173839,69.0
BFS,lak300d.map,184,11543,1,0,14.411440002731979,616.0
DFS,lak300d.map,1486,4438,1,0,3.9029920008033514,3890.0
Dijkstra,lak300d.map,184,11535,1,0,25.114677991950884,944.0
Greedy,lak300d.map,216,265,1,0,0.622658000793308,1761.0
