Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,lak510d.map,133,1347,1,0,6.341685017105192,149.0
A*,lak510d.map,133,1451,1,0,3.03703302051872,783.0
Weighted A*,lak510d.map,135,156,1,0,0.451486004749313,814.0
Chance-Constrained A*,lak510d.map,0,290445,0,0,1390.0471240049228,0.0
CVaR A*,lak510d.map,0,290445,0,0,1548.1839839776512,0.0
Risk-Penalized A*,lak510d.map,163,1468,1,0,3.6691070126835257,7.0
Risk-Penalized Dijkstra,lak510d.map,163,7192,1,0,17.830981989391148,7.0
Risk-Penalized Greedy,lak510d.map,159,344,1,0,0.918702018680051,89.0
BFS,lak510d.map,133,6616,1,0,7.668286008993164,783.0
DFS,lak510d.map,1393,3501,1,0,2.4450119817629457,3025.0
Dijkstra,lak510d.map,133,6565,1,0,12.846506986534223,783.0
Greedy,lak510d.map,141,146,1,0,0.40630900184623897,892.0
