Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,den207d.map,38,115,1,0,0.3882449818775058,77.0
A*,den207d.map,38,189,1,0,0.4029019910376519,194.0
Weighted A*,den207d.map,40,97,1,0,0.25123998057097197,240.0
Chance-Constrained A*,den207d.map,38,7358,1,0,29.05878800083883,60.0
CVaR A*,den207d.map,38,7358,1,0,34.00052501820028,60.0
Risk-Penalized A*,den207d.map,42,164,1,0,0.5504360015038401,2.0
Risk-Penalized Dijkstra,den207d.map,42,714,1,0,1.7757440218701959,2.0
Risk-Penalized Greedy,den207d.map,48,96,1,0,0.23403798695653677,61.0
BFS,den207d.map,38,836,1,0,0.9633429872337729,177.0
DFS,den207d.map,200,613,1,0,0.49741199472919106,617.0
Dijkstra,den207d.map,38,826,1,0,1.5451940125785768,194.0
Greedy,den207d.map,62,92,1,0,0.19023599452339113,417.0
