Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,ost101d.map,123,1705,1,0,8.908093994250521,168.0
A*,ost101d.map,123,1749,1,0,3.9296660106629133,413.0
Weighted A*,ost101d.map,123,906,1,0,2.1261310030240566,413.0
Chance-Constrained A*,ost101d.map,123,653349,1,0,3629.621441999916,50.0
CVaR A*,ost101d.map,123,653349,1,0,4246.584603009978,50.0
Risk-Penalized A*,ost101d.map,127,2199,1,0,5.9440449986141175,15.0
Risk-Penalized Dijkstra,ost101d.map,127,3210,1,0,8.321930014062673,15.0
Risk-Penalized Greedy,ost101d.map,133,505,1,0,1.148583018220961,128.0
BFS,ost101d.map,123,3176,1,0,4.007051000371575,413.0
DFS,ost101d.map,515,1665,1,0,1.4994020166341215,2032.0
Dijkstra,ost101d.map,123,3158,1,0,6.645776011282578,413.0
Greedy,ost101d.map,133,449,1,0,1.024591998429969,609.0
