Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,lak514d.map,131,1432,1,0,4.439371987245977,178.0
A*,lak514d.map,131,1626,1,0,3.264607978053391,257.0
Weighted A*,lak514d.map,131,735,1,0,1.6664410068187863,257.0
Chance-Constrained A*,lak514d.map,131,277276,1,0,1294.4499659934081,113.0
CVaR A*,lak514d.map,131,277276,1,0,1438.4423259762116,113.0
Risk-Penalized A*,lak514d.map,135,2032,1,0,5.022494005970657,39.0
Risk-Penalized Dijkstra,lak514d.map,135,2848,1,0,6.4999320020433515,39.0
Risk-Penalized Greedy,lak514d.map,135,418,1,0,0.9316070063505322,93.0
BFS,lak514d.map,131,2980,1,0,3.2041070226114243,257.0
DFS,lak514d.map,1017,2327,1,0,1.5037500124890357,2250.0
Dijkstra,lak514d.map,131,2972,1,0,5.478595005115494,257.0
Greedy,lak514d.map,135,280,1,0,0.6218930066097528,326.0
