Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,lgt600d.map,253,7710,1,0,26.479086984181777,695.0
A*,lgt600d.map,253,7736,1,0,16.926366981351748,1123.0
Weighted A*,lgt600d.map,269,2421,1,0,7.2192490042652935,908.0
Chance-Constrained A*,lgt600d.map,0,1658941,0,0,10573.418224987108,0.0
CVaR A*,lgt600d.map,0,1658941,0,0,12281.1542149866,0.0
Risk-Penalized A*,lgt600d.map,257,9089,1,0,27.776072005508468,39.0
Risk-Penalized Dijkstra,lgt600d.map,257,18867,1,0,56.806750013493,39.0
Risk-Penalized Greedy,lgt600d.map,383,1423,1,0,3.6361130187287927,209.0
BFS,lgt600d.map,253,18873,1,0,26.436897984240204,1334.0
DFS,lgt600d.map,1597,17700,1,0,22.3192970152013,2368.0
Dijkstra,lgt600d.map,253,18868,1,0,44.717433978803456,1123.0
Greedy,lgt600d.map,379,1317,1,0,2.889326016884297,2360.0
