Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,brc100d.map,597,15168,1,0,48.40319699724205,1889.0
A*,brc100d.map,597,15184,1,0,35.95156699884683,3466.0
Weighted A*,brc100d.map,621,10904,1,0,31.168236979283392,3383.0
Chance-Constrained A*,brc100d.map,0,1007617,0,0,6424.495257990202,0.0
CVaR A*,brc100d.map,0,1007617,0,0,7040.748248982709,0.0
Risk-Penalized A*,brc100d.map,611,18291,1,0,55.72321198997088,203.0
Risk-Penalized Dijkstra,brc100d.map,611,27481,1,0,82.29949901578948,203.0
Risk-Penalized Greedy,brc100d.map,799,5081,1,0,13.58473498839885,741.0
BFS,brc100d.map,597,27114,1,0,37.92129599605687,3400.0
DFS,brc100d.map,5725,24493,1,0,24.85624299151823,11232.0
Dijkstra,brc100d.map,597,27095,1,0,64.57926900475286,2924.0
Greedy,brc100d.map,791,4701,1,0,11.808354989625514,4883.0
