Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,brc504d.map,329,11487,1,0,35.319381015142426,516.0
A*,brc504d.map,329,11732,1,0,27.487634011777118,1049.0
Weighted A*,brc504d.map,353,8044,1,0,23.32782599842176,1130.0
Chance-Constrained A*,brc504d.map,0,266241,0,0,1263.8701910036616,0.0
CVaR A*,brc504d.map,0,266241,0,0,1304.420989996288,0.0
Risk-Penalized A*,brc504d.map,345,16646,1,0,42.80827398179099,78.0
Risk-Penalized Dijkstra,brc504d.map,345,21352,1,0,52.08795701037161,78.0
Risk-Penalized Greedy,brc504d.map,481,2042,1,0,5.081772978883237,613.0
BFS,brc504d.map,329,22452,1,0,25.338183011626825,1605.0
DFS,brc504d.map,3239,38718,1,0,37.99942199839279,4804.0
Dijkstra,brc504d.map,329,22378,1,0,43.13251099665649,1060.0
Greedy,brc504d.map,545,2624,1,0,5.112771003041416,3149.0
