Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,lak200d.map,188,5191,1,0,14.06529700034298,474.0
A*,lak200d.map,188,5260,1,0,10.685246001230553,936.0
Weighted A*,lak200d.map,190,4740,1,0,11.155029002111405,950.0
Chance-Constrained A*,lak200d.map,0,367489,0,0,1763.0328829982318,0.0
CVaR A*,lak200d.map,0,367489,0,0,1966.8214239936788,0.0
Risk-Penalized A*,lak200d.map,200,5693,1,0,13.603780011180788,34.0
Risk-Penalized Dijkstra,lak200d.map,200,7552,1,0,18.344693002291024,34.0
Risk-Penalized Greedy,lak200d.map,214,2934,1,0,6.014490994857624,153.0
BFS,lak200d.map,188,7870,1,0,8.780820004176348,907.0
DFS,lak200d.map,1666,7403,1,0,6.308120995527133,2367.0
Dijkstra,lak200d.map,188,7849,1,0,14.562640979420394,837.0
Greedy,lak200d.map,208,2829,1,0,5.13512798352167,1261.0
