Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,orz300d.map,364,10725,1,0,40.80807100399397,313.0
A*,orz300d.map,364,18710,1,0,44.12579498603009,1274.0
Weighted A*,orz300d.map,364,10562,1,0,28.338959004031494,1274.0
Chance-Constrained A*,orz300d.map,0,1002057,0,0,5464.098077005474,0.0
CVaR A*,orz300d.map,0,1002057,0,0,6103.069239994511,0.0
Risk-Penalized A*,orz300d.map,372,18160,1,0,46.931734977988526,20.0
Risk-Penalized Dijkstra,orz300d.map,372,60128,1,0,157.86638599820435,20.0
Risk-Penalized Greedy,orz300d.map,772,8178,1,0,16.1812009755522,740.0
BFS,orz300d.map,364,67610,1,0,77.847175009083,1274.0
DFS,orz300d.map,4248,20346,1,0,17.572083976119757,8089.0
Dijkstra,orz300d.map,364,67381,1,0,145.83239899366163,1274.0
Greedy,orz300d.map,828,8186,1,0,14.919149019988254,4666.0
