Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,lak303d.map,474,9972,1,0,27.322567999362946,1179.0
A*,lak303d.map,474,9972,1,0,21.22385799884796,2332.0
Weighted A*,lak303d.map,482,8404,1,0,19.36465600738302,2358.0
Chance-Constrained A*,lak303d.map,0,150545,0,0,674.6626569947693,0.0
CVaR A*,lak303d.map,0,150545,0,0,738.832889997866,0.0
Risk-Penalized A*,lak303d.map,502,12375,1,0,30.645013001048937,194.0
Risk-Penalized Dijkstra,lak303d.map,502,14734,1,0,35.44406400760636,194.0
Risk-Penalized Greedy,lak303d.map,564,6453,1,0,13.325719977729023,662.0
BFS,lak303d.map,474,14754,1,0,16.281082993373275,2076.0
DFS,lak303d.map,2734,12862,1,0,11.293449002550915,7403.0
Dijkstra,lak303d.map,474,14745,1,0,28.75828300602734,2477.0
Greedy,lak303d.map,604,6232,1,0,11.488273012218997,3931.0
