Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,lak405d.map,1438,25986,1,0,93.16058899275959,3568.0
A*,lak405d.map,1438,26225,1,0,68.82314698304981,6176.0
Weighted A*,lak405d.map,1492,16058,1,0,53.74200499500148,7646.0
Chance-Constrained A*,lak405d.map,0,3351993,0,0,25647.32227899367,0.0
CVaR A*,lak405d.map,0,3351993,0,0,27498.056036012713,0.0
Risk-Penalized A*,lak405d.map,1474,31457,1,0,98.5633690143004,344.0
Risk-Penalized Dijkstra,lak405d.map,1474,42945,1,0,124.9250840046443,344.0
Risk-Penalized Greedy,lak405d.map,1620,7852,1,0,22.40168600110337,1092.0
BFS,lak405d.map,1438,43115,1,0,61.63706802180968,6285.0
DFS,lak405d.map,5478,36687,1,0,43.402393988799304,16309.0
Dijkstra,lak405d.map,1438,43105,1,0,102.27129500708543,6025.0
Greedy,lak405d.map,1632,6850,1,0,16.532395005924627,11110.0
