Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,lak526d.map,74,438,1,0,1.6191040049307048,277.0
A*,lak526d.map,74,503,1,0,0.9897910058498383,500.0
Weighted A*,lak526d.map,78,319,1,0,0.7260550046339631,570.0
Chance-Constrained A*,lak526d.map,0,63985,0,0,249.59005700657144,0.0
CVaR A*,lak526d.map,0,63985,0,0,389.0770220023114,0.0
Risk-Penalized A*,lak526d.map,76,856,1,0,1.9425250065978616,145.0
Risk-Penalized Dijkstra,lak526d.map,76,901,1,0,1.837671996327117,145.0
Risk-Penalized Greedy,lak526d.map,106,309,1,0,0.6321739929262549,233.0
BFS,lak526d.map,74,896,1,0,0.8693400013726205,430.0
DFS,lak526d.map,154,758,1,0,0.5773099837824702,773.0
Dijkstra,lak526d.map,74,891,1,0,1.4671620156150311,500.0
Greedy,lak526d.map,102,310,1,0,0.5270070105325431,829.0
