Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,den901d.map,103,975,1,0,2.924811007687822,15.0
A*,den901d.map,103,1353,1,0,2.9084129782859236,309.0
Weighted A*,den901d.map,109,125,1,0,0.342636980349198,526.0
Chance-Constrained A*,den901d.map,0,66049,0,0,314.4772310042754,0.0
CVaR A*,den901d.map,0,66049,0,0,301.22956400737166,0.0
Risk-Penalized A*,den901d.map,105,658,1,0,1.6814170230645686,0.0
Risk-Penalized Dijkstra,den901d.map,105,7336,1,0,18.17977600148879,0.0
Risk-Penalized Greedy,den901d.map,111,111,1,0,0.3619000199250877,19.0
BFS,den901d.map,103,7601,1,0,8.423560997471213,327.0
DFS,den901d.map,1479,7159,1,0,6.203742988873273,1511.0
Dijkstra,den901d.map,103,7590,1,0,15.253744000801817,309.0
Greedy,den901d.map,111,113,1,0,0.28209201991558075,558.0
