Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,lak102d.map,35,113,1,0,0.37001800956204534,115.0
A*,lak102d.map,35,154,1,0,0.3875050169881433,167.0
Weighted A*,lak102d.map,35,36,1,0,0.16978601342998445,167.0
Chance-Constrained A*,lak102d.map,0,4561,0,0,31.03475598618388,0.0
CVaR A*,lak102d.map,0,4561,0,0,18.139720981707796,0.0
Risk-Penalized A*,lak102d.map,37,229,1,0,0.5848649889230728,98.0
Risk-Penalized Dijkstra,lak102d.map,37,316,1,0,0.67037099506706,98.0
Risk-Penalized Greedy,lak102d.map,37,37,1,0,0.09815001976676285,113.0
BFS,lak102d.map,35,450,1,0,0.4576659994199872,167.0
DFS,lak102d.map,95,239,1,0,0.17066800501197577,613.0
Dijkstra,lak102d.map,35,439,1,0,0.7232759962789714,167.0
Greedy,lak102d.map,35,36,1,0,0.08700601756572723,167.0
