Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,brc204d.map,465,3342,1,0,15.489483979763463,114.0
A*,brc204d.map,465,5629,1,0,12.440677994163707,1191.0
Weighted A*,brc204d.map,495,1781,1,0,5.1182710158172995,1890.0
Chance-Constrained A*,brc204d.map,0,739597,0,0,4088.3540869981516,0.0
CVaR A*,brc204d.map,0,739597,0,0,4358.385433006333,0.0
Risk-Penalized A*,brc204d.map,467,8320,1,0,23.344684013864025,60.0
Risk-Penalized Dijkstra,brc204d.map,467,21538,1,0,55.01993600046262,60.0
Risk-Penalized Greedy,brc204d.map,505,2441,1,0,5.798455997137353,462.0
BFS,brc204d.map,465,21760,1,0,25.790954008698463,1157.0
DFS,brc204d.map,2243,8921,1,0,7.306238025194034,3681.0
Dijkstra,brc204d.map,465,21724,1,0,43.84917498100549,1191.0
Greedy,brc204d.map,605,2472,1,0,5.04793698200956,2564.0
