Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,brc997d.map,285,1390,1,0,5.274134018691257,445.0
A*,brc997d.map,285,3919,1,0,8.230224018916488,956.0
Weighted A*,brc997d.map,295,735,1,0,1.7355409800074995,1030.0
Chance-Constrained A*,brc997d.map,0,262145,0,0,1153.702918003546,0.0
CVaR A*,brc997d.map,0,262145,0,0,1243.1803249928635,0.0
Risk-Penalized A*,brc997d.map,289,2637,1,0,6.454681977629662,18.0
Risk-Penalized Dijkstra,brc997d.map,289,17789,1,0,42.80073297559284,18.0
Risk-Penalized Greedy,brc997d.map,325,525,1,0,1.3331219961401075,294.0
BFS,brc997d.map,285,18693,1,0,19.71432098071091,624.0
DFS,brc997d.map,1693,12377,1,0,10.850214021047577,2614.0
Dijkstra,brc997d.map,285,18625,1,0,35.18256501411088,956.0
Greedy,brc997d.map,317,499,1,0,1.1052580084651709,1298.0
