Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,lak401d.map,430,2581,1,0,10.18761601881124,743.0
A*,lak401d.map,430,2588,1,0,6.004526017932221,791.0
Weighted A*,lak401d.map,442,682,1,0,2.037114987615496,719.0
Chance-Constrained A*,lak401d.map,430,854730,1,0,5225.826100999257,631.0
CVaR A*,lak401d.map,430,854730,1,0,5434.967749984935,631.0
Risk-Penalized A*,lak401d.map,444,14066,1,0,40.56586601654999,116.0
Risk-Penalized Dijkstra,lak401d.map,444,30003,1,0,83.70136300800368,116.0
Risk-Penalized Greedy,lak401d.map,462,543,1,0,1.8377899832557887,340.0
BFS,lak401d.map,0,0,0,0,0.0,0.0
DFS,lak401d.map,1208,15628,1,0,18.19972600787878,2280.0
Dijkstra,lak401d.map,0,0,0,0,0.0,0.0
Greedy,lak401d.map,444,501,1,0,1.516180025646463,725.0
