Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,orz000d.map,80,201,1,0,0.8559349807910621,75.0
A*,orz000d.map,80,308,1,0,0.7834480202291161,75.0
Weighted A*,orz000d.map,80,80,1,0,0.4347589856479317,75.0
Chance-Constrained A*,orz000d.map,80,13818,1,0,62.36088299192488,75.0
CVaR A*,orz000d.map,80,13818,1,0,71.34312699781731,75.0
Risk-Penalized A*,orz000d.map,86,1178,1,0,3.0450510093942285,15.0
Risk-Penalized Dijkstra,orz000d.map,86,3625,1,0,8.425490988884121,15.0
Risk-Penalized Greedy,orz000d.map,82,82,1,0,0.260472996160388,33.0
BFS,orz000d.map,80,3780,1,0,4.048506001709029,75.0
DFS,orz000d.map,134,4056,1,0,4.371851013274863,204.0
Dijkstra,orz000d.map,80,3754,1,0,7.499316998291761,75.0
Greedy,orz000d.map,80,80,1,0,0.23658102145418525,75.0
