Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,den601d.map,0,1,0,0,0.022553023882210255,0.0
A*,den601d.map,0,1,0,0,0.006066024070605636,0.0
Weighted A*,den601d.map,0,1,0,0,0.002396991476416588,0.0
Chance-Constrained A*,den601d.map,0,1,0,0,0.005793001037091017,0.0
CVaR A*,den601d.map,0,1,0,0,0.0033449905458837748,0.0
Risk-Penalized A*,den601d.map,0,1,0,0,0.0023400061763823032,0.0
Risk-Penalized Dijkstra,den601d.map,0,1,0,0,0.0015999830793589354,0.0
Risk-Penalized Greedy,den601d.map,0,1,0,0,0.002222019247710705,0.0
BFS,den601d.map,0,1,0,0,0.006113987183198333,0.0
DFS,den601d.map,0,1,0,0,0.001982989488169551,0.0
Dijkstra,den601d.map,0,1,0,0,0.0013190147001296282,0.0
Greedy,den601d.map,0,1,0,0,0.0013760000001639128,0.0
