Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,ost001d.map,199,2887,1,0,9.247562993550673,388.0
A*,ost001d.map,199,2888,1,0,5.519019003259018,601.0
Weighted A*,ost001d.map,205,564,1,0,1.522375998320058,622.0
Chance-Constrained A*,ost001d.map,0,150545,0,0,667.2240839980077,0.0
CVaR A*,ost001d.map,0,150545,0,0,825.1380969886668,0.0
Risk-Penalized A*,ost001d.map,219,8953,1,0,24.318357987795025,91.0
Risk-Penalized Dijkstra,ost001d.map,219,10545,1,0,28.410319006070495,91.0
Risk-Penalized Greedy,ost001d.map,231,280,1,0,0.8523249998688698,373.0
BFS,ost001d.map,199,10231,1,0,12.581515009514987,590.0
DFS,ost001d.map,1583,8597,1,0,8.340399013832211,3164.0
Dijkstra,ost001d.map,199,10193,1,0,21.43229200737551,601.0
Greedy,ost001d.map,235,268,1,0,0.6856170075479895,1113.0
