Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,den505d.map,301,3401,1,0,10.401078005088493,195.0
A*,den505d.map,301,3479,1,0,6.988595996517688,1115.0
Weighted A*,den505d.map,307,339,1,0,0.9534799901302904,1313.0
Chance-Constrained A*,den505d.map,0,497665,0,0,2583.8094810023904,0.0
CVaR A*,den505d.map,0,497665,0,0,2670.7152250164654,0.0
Risk-Penalized A*,den505d.map,319,7018,1,0,17.460572998970747,80.0
Risk-Penalized Dijkstra,den505d.map,319,21523,1,0,54.41372000495903,80.0
Risk-Penalized Greedy,den505d.map,329,519,1,0,1.441781991161406,234.0
BFS,den505d.map,301,21910,1,0,25.670048024039716,647.0
DFS,den505d.map,0,0,0,0,0.0,0.0
Dijkstra,den505d.map,301,21792,1,0,44.701681996230036,1115.0
Greedy,den505d.map,315,329,1,0,0.840307999169454,1386.0
