Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,lgt601d.map,334,9944,1,0,31.29301400622353,75.0
A*,lgt601d.map,334,11858,1,0,28.47886100062169,901.0
Weighted A*,lgt601d.map,342,360,1,0,1.1191960074938834,1178.0
Chance-Constrained A*,lgt601d.map,0,266257,0,0,1381.19096000446,0.0
CVaR A*,lgt601d.map,0,266257,0,0,1461.6974060190842,0.0
Risk-Penalized A*,lgt601d.map,340,10699,1,0,31.45467399735935,14.0
Risk-Penalized Dijkstra,lgt601d.map,340,26902,1,0,73.29236599616706,14.0
Risk-Penalized Greedy,lgt601d.map,378,550,1,0,1.6564539982937276,111.0
BFS,lgt601d.map,334,27018,1,0,32.64927497366443,1433.0
DFS,lgt601d.map,6058,20772,1,0,18.319839000469074,5844.0
Dijkstra,lgt601d.map,334,26982,1,0,58.92196000786498,901.0
Greedy,lgt601d.map,348,352,1,0,1.0364129848312587,1269.0
