Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,orz999d.map,716,4349,1,0,19.61012597894296,1023.0
A*,orz999d.map,716,14387,1,0,37.69371399539523,4536.0
Weighted A*,orz999d.map,724,3153,1,0,9.267198998713866,4685.0
Chance-Constrained A*,orz999d.map,0,1764545,0,0,12111.84078999213,0.0
CVaR A*,orz999d.map,0,1764545,0,0,13162.111737998202,0.0
Risk-Penalized A*,orz999d.map,720,12133,1,0,38.97233298630454,0.0
Risk-Penalized Dijkstra,orz999d.map,720,41597,1,0,124.42417800775729,0.0
Risk-Penalized Greedy,orz999d.map,800,1640,1,0,5.1323529914952815,403.0
BFS,orz999d.map,716,42229,1,0,58.59516898635775,4060.0
DFS,orz999d.map,10856,35426,1,0,34.78158701909706,14626.0
Dijkstra,orz999d.map,716,42182,1,0,102.4206810106989,4536.0
Greedy,orz999d.map,802,1560,1,0,3.7492999981623143,5626.0
