Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,den408d.map,33,200,1,0,0.5438800144474953,28.0
A*,den408d.map,33,207,1,0,0.40101201739162207,174.0
Weighted A*,den408d.map,33,38,1,0,0.09562898776493967,174.0
Chance-Constrained A*,den408d.map,0,6801,0,0,24.1898050007876,0.0
CVaR A*,den408d.map,0,6801,0,0,28.370907006319612,0.0
Risk-Penalized A*,den408d.map,33,289,1,0,0.7629669853486121,28.0
Risk-Penalized Dijkstra,den408d.map,33,510,1,0,1.1958999966736883,28.0
Risk-Penalized Greedy,den408d.map,33,38,1,0,0.10960301733575761,28.0
BFS,den408d.map,33,536,1,0,0.593995995586738,198.0
DFS,den408d.map,143,434,1,0,0.33087198971770704,387.0
Dijkstra,den408d.map,33,530,1,0,0.9558679885230958,174.0
Greedy,den408d.map,35,37,1,0,0.08679399616084993,204.0
