Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,oth999d.map,0,1,0,0,0.1519699872005731,0.0
A*,oth999d.map,0,1,0,0,0.03540402394719422,0.0
Weighted A*,oth999d.map,0,1,0,0,0.007817987352609634,0.0
Chance-Constrained A*,oth999d.map,0,1,0,0,0.017373997252434492,0.0
CVaR A*,oth999d.map,0,1,0,0,0.009267998393625021,0.0
Risk-Penalized A*,oth999d.map,0,1,0,0,0.0030800001695752144,0.0
Risk-Penalized Dijkstra,oth999d.map,0,1,0,0,0.004523026291280985,0.0
Risk-Penalized Greedy,oth999d.map,0,1,0,0,0.008275994332507253,0.0
BFS,oth999d.map,0,1,0,0,0.025932997232303023,0.0
DFS,oth999d.map,0,1,0,0,0.008630013326182961,0.0
Dijkstra,oth999d.map,0,1,0,0,0.005664012860506773,0.0
Greedy,oth999d.map,0,1,0,0,0.0055140117183327675,0.0
