Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,brc203d.map,357,8244,1,0,28.38365299976431,663.0
A*,brc203d.map,357,8557,1,0,18.825234001269564,1440.0
Weighted A*,brc203d.map,371,6180,1,0,17.268665018491447,1650.0
Chance-Constrained A*,brc203d.map,0,428537,0,0,2191.872825991595,0.0
CVaR A*,brc203d.map,0,428537,0,0,2291.9914039957803,0.0
Risk-Penalized A*,brc203d.map,365,8364,1,0,19.834600010653958,72.0
Risk-Penalized Dijkstra,brc203d.map,365,17688,1,0,42.55856899544597,72.0
Risk-Penalized Greedy,brc203d.map,499,1964,1,0,4.498445021454245,483.0
BFS,brc203d.map,357,18858,1,0,20.806525979423895,1410.0
DFS,brc203d.map,1979,7026,1,0,5.860203003976494,4162.0
Dijkstra,brc203d.map,357,18785,1,0,36.9432820007205,1440.0
Greedy,brc203d.map,529,1856,1,0,3.5971030010841787,3061.0
